Student_ID,Grade,Study_Hours,Extracurricular,Exam_Score,Part_Time_Job,Gender
Student_81,11,4.17411003148779,None,71.32626855647707,Yes,Female
Student_82,12,2.2210781047073027,Music,54.58938704747834,No,Male
Student_83,9,1.198653673336828,None,77.4327092599374,Yes,Male
Student_84,12,3.3761517140362796,Sports,73.21994879336151,Yes,Female
Student_85,11,9.429097039125192,Sports,76.8940593290499,No,Male
Student_86,11,3.2320293202075523,None,68.02468974873204,Yes,Male
Student_87,10,5.187906217433661,Debate,69.32166643948443,Yes,Female
Student_88,9,7.030189588951778,Debate,93.67528129272112,No,Male
Student_89,12,3.63629602379294,Sports,60.25627273463769,No,Female
Student_90,10,9.717820827209607,Sports,97.44173972137905,No,Male
Student_91,12,9.624472949421111,Debate,103.17223753691013,No,Female
Student_92,12,2.5178229582536416,Debate,71.24666673296943,No,Female
Student_93,10,4.972485058923855,None,62.859461224061505,Yes,Female
Student_94,10,3.0087830981676964,None,61.698903132429,Yes,Male
Student_95,10,2.848404943774676,Debate,59.49257160726382,No,Female
Student_96,10,0.36886947354532795,None,45.31105504198952,No,Male
Student_97,10,6.095643339798968,None,98.13275910180582,No,Male
Student_98,12,5.026790232288615,Music,79.18376827105263,No,Male
Student_99,10,0.5147875124998935,None,39.96509801914901,Yes,Male
Student_100,9,2.7864646423661146,Sports,73.11094268237834,No,Female
